scientificName,taxonKey,Common Name
"Pseudopleuronectes americanus (Walbaum, 1792)",2409062,Flounder
"Periclimenes brevicarpalis (Schenkel, 1902)",2225073,pepperoni shrimp
"Ichthyapus selachops (Jordan & Gilbert, 1882)",2404867,Smiling sand eel
"Salvelinus fontinalis (Mitchill, 1814)",2351271,American Brook Charr
"Calamus brachysomus (Lockington, 1880)",5211000,Pacific porgy
"Leucoraja ocellata (Mitchill, 1815)",2419886,Winter skate
"Scorpaenopsis venosa (Cuvier, 1829)",2334730,Raggy scorpionfish
"Pomacanthus zonipectus (Gill, 1862)",2396396,Cortez angelfish
"Caffrogobius nudiceps (Valenciennes, 1837)",2376940,Barehead goby
"Thysanozoon brocchii (Risso, 1818)",2503237,Papillose flatworm
"Poroderma pantherinum (Müller & Henle, 1838)",2418720,Barbeled catshark
"Epinephelus lanceolatus (Bloch, 1790)",2388587,Brindle grouper
"Synodus sechurae Hildebrand, 1946",5212647,Iguana lizardfish
"Xanthichthys lineopunctatus (Hollard, 1854)",2407039,Striped triggerfish
"Ophioblennius atlanticus (Valenciennes, 1836)",2395284,Redlip Blenny
"Acanthurus bahianus Castelnau, 1855",5209181,Doctorfish
"Clinus venustris Gilchrist & Thompson, 1908",2380302,Speckled klipfish
"Okenia amoenula (Bergh, 1907)",6788218,Fiery Pump Dorid
"Samariscus triocellatus Woods, 1960",2408966,Threespot flounder
"Enchelycore pardalis (Temminck & Schlegel, 1846)",2404217,Dragon moray
"Ophioderma wahlbergii Müller & Troschel, 1842",5187960,No common name found
"Hemigymnus melapterus (Bloch, 1791)",2383739,Blackeye thicklip
"Galeocerdo cuvier (Péron & Lesueur, 1822)",2418234,No common name found
"Dromidia aegibotus Barnard, 1947",4377905,No common name found
"Tambja capensis (Bergh, 1907)",4359889,Black Wrinkle Dorid
"Hypselodoris capensis (Barnard, 1927)",4360068,Cape Split-tooth Dorid
"Thysanozoon Grube, 1840",2503235,No common name found
"Cadlina laevis (Linnaeus, 1767)",2292407,white Atlantic cadlina
"Diploastrea heliopora (Lamarck, 1816)",2260100,double-star coral
"Neoglyphidodon melas (Cuvier, 1830)",2398600,Black damsel
"Urotrygon aspidura (Jordan & Gilbert, 1882)",2420486,Panamic stingray
"Sargocentron suborbitalis (Gill, 1863)",2356846,Tinsel squirrelfish
"Chrysiptera springeri (Allen & Lubbock, 1976)",2399218,Springer's demoiselle
"Pseudorhombus dupliciocellatus Regan, 1905",2408837,Ocellated flounder
"Upeneus tragula Richardson, 1846",2396757,Bar-tail goatfish
"Lethrinus olivaceus Valenciennes, 1830",2374850,No common name found
"Linckia columbiae Gray, 1840",5187105,No common name found
"Agelas clathrodes (Schmidt, 1870)",2249203,orange elephant ear sponge
"Plotosus lineatus (Thunberg, 1787)",7965247,Coral catfish
"Notorynchus cepedianus (Péron, 1807)",2420600,Broadnose sevengill shark
"Selaroides leptolepis (Cuvier, 1833)",2391226,Bigeye scad
"Kyphosus cinerascens (Forsskål, 1775)",2381309,Blue sea chub
"Amblyeleotris fontanesii (Bleeker, 1853)",2378815,Giant shrimpgoby
"Aegires minor (Eliot, 1904)",2292162,No common name found
"Phycis blennoides (Brünnich, 1768)",5214919,Beard
"Conchodytes tridacnae Peters, 1852",2225304,giant-clam shrimp
"Ophichthus apicalis (Bennett, 1830) Bennett, 1830",9607136,Bluntnose snake-eel
"Scarus oviceps Valenciennes, 1840",2393627,Blue parrotfish
"Istigobius ornatus (Rüppell, 1830)",2376240,Ornate goby
"Lutjanus erythropterus Bloch, 1790",2384787,Crimson snapper
"Chaetodon trifasciatus Park, 1797",8333642,Indian Ocean redfin butterflyfish
"Protula tubularia (Montagu, 1803)",2328063,red-spotted horseshoe
"Notoscopelus kroyeri (Malm, 1861)",2406108,Lanternfish
"Seriatopora hystrix Dana, 1846",2259471,bush coral
"Holacanthus limbaughi Baldwin, 1963",5211466,Clipperton angelfish
"Canthigaster ocellicincta Allen & Randall, 1977",2407710,Shy Toby
Macrocystis pyrifera (L.) C.Agardh,5422328,No common name found
"Octopoteuthis danae Joubin, 1931",2289879,No common name found
"Hermosilla azurea Jenkins & Evermann, 1889",2381202,zebraperch
"Sepia bandensis Adam, 1939",2290774,Stumpy Cuttlefish
"Paralabrax maculatofasciatus (Steindachner, 1868)",2387722,Spotted sand bass
"Axinella dissimilis (Bowerbank, 1866)",5183098,branching sponge
"Oxyjulis californica (Günther, 1861)",2383301,Señorita
"Exocoetus volitans Linnaeus, 1758",2368648,Blue flying fish
"Halichoeres trimaculatus (Quoy & Gaimard, 1834)",2384128,No common name found
"Paralabrax clathratus (Girard, 1854)",2387731,Kelp bass
"Novaculichthys macrolepidotus (Bloch, 1791)",2383291,bigscale razorfish
"Sparisoma rubripinne (Valenciennes, 1840)",2393924,No common name found
"Mobula japanica (Müller & Henle, 1841)",2419184,Japanese devil ray
"Urobatis halleri (Cooper, 1863)",2420476,round stingray
"Phalacrocorax penicillatus (Brandt, 1837)",2481892,Brandt's Cormorant
"Hermissenda crassicornis (Eschscholtz, 1831)",2292241,hermissenda
"Loxorhynchus grandis Stimpson, 1857",2226751,sheep crab
"Scorpaena russula Jordan & Bollman, 1890",2334611,Reddish scorpionfish
"Squatina californica Ayres, 1859",2417794,Pacific angel shark
"Citharichthys platophrys Gilbert, 1891",2408739,Small Sanddab
"Lythrypnus dalli (Gilbert, 1890)",2376016,Bluebanded goby
"Mobula mobular (Bonnaterre, 1788)",2419188,Devil ray
"Squalius cephaloides (Battalgil, 1942)",2360653,Thick lipped chub
"Caesio xanthonota Bleeker, 1853",2374795,Fusilier
"Phyllidia exquisita Brunckhorst, 1993",6519992,Yellow-edged Wart Slug
"Chaetodon lunula (Lacepède, 1802)",2385531,Halfmoon butterflyfish
"Ostracion cyanurus Rüppell, 1828",5213778,Bluetail trunkfish
"Hemicaranx leucurus (Günther, 1864)",2391400,Yellowfin jack
"Halichoeres papilionaceus (Valenciennes, 1839)",2384237,Seagrass wrasse
"Cheilinus chlorourus (Bloch, 1791)",2383308,No common name found
"Rossia glaucopis Lovén, 1845",5189574,blue-eyed bob-tailed squid
"Sebastes auriculatus Girard, 1854",2335497,Brown rockfish
"Chromis punctipinnis (Cooper, 1863)",5212202,Blacksmith
"Scyliorhinus capensis (Müller & Henle, 1838)",2418661,Yellowspotted catshark
"Scarus dubius Bennett, 1828",2393671,Regal parrot
"Epinephelus quoyanus (Valenciennes, 1830)",2388148,Bar-breasted rock-cod
"Amphiprion polymnus (Linnaeus, 1758)",5212096,Saddleback anemonefish
"Bolinopsis infundibulum (O.F.Müller, 1776)",2501240,common northern comb jelly
"Chaetodontoplus mesoleucus (Bloch, 1787)",2396593,Butterflyfish
"Gymnothorax isingteena (Richardson, 1845)",2403959,Spotted moray
"Histrio histrio (Linnaeus, 1758)",5214666,Frogfish
"Gymnothorax mordax (Ayres, 1859)",2404017,California moray
"Nibea soldado (Lacepède, 1802)",2399488,Croaker
"Siganus punctatus (Schneider & Forster, 1801)",2390198,Brown-spotted spinefoot
"Acanthurus dussumieri Valenciennes, 1835",5209167,Black-spot surgeonfish
"Antennarius striatus (Shaw, 1794)",5214795,Black angler
"Pseudorhombus javanicus (Bleeker, 1853)",2408849,Javan flounder
"Emydocephalus annulatus Krefft, 1869",2449679,Egg-eating Sea Snake
"Cirrhitus pinnulatus (Forster, 1801)",2375089,Marbled hawkfish
"Pomadasys maculatus (Bloch, 1793)",2382925,Blotched grunt
"Dicologlossa hexophthalma (Bennett, 1831)",2410037,Ocellated wedge sole
"Antennarius pardalis (Valenciennes, 1837)",5214735,leopard frogfish
"Heterobranchus longifilis Valenciennes, 1840",5202831,Catfish
"Asterorhombus intermedius (Bleeker, 1865)",2408584,Intermediate flounder
"Arctocephalus galapagoensis Heller, 1904",2433473,Galapagos Fur Seal
"Sphyraena idiastes Heller & Snodgrass, 1903",2394242,Pelican barracuda
"Amphilius uranoscopus (Pfeffer, 1889)",2340744,Stargazer mountain catfish
"Heterodontus quoyi (Fréminville, 1840)",5215662,Galapagos bullhead shark
"Serranus tabacarius (Cuvier, 1829)",2388759,Tobacco fish
"Hypoplectrus nigricans (Poey, 1852)",2388786,Black hamlet
"Farfantepenaeus subtilis (Pérez Farfante, 1967)",2223842,southern brown shrimp
"Liopropoma rubre Poey, 1861",2387880,Swissguard basslet
"Leander tenuicornis (Say, 1818)",2225494,brown grass shrimp
"Metanephrops binghami (Boone, 1927)",2226976,Caribbean lobsterette
"Serranus tortugarum Longley, 1935",2388727,Chalk Bass
"Pareques acuminatus (Bloch & Schneider, 1801)",2399906,High-hat
"Centropyge eibli Klausewitz, 1963",2396518,Eibl's angelfish
"Sepia gibba Ehrenberg, 1831",2290761,No common name found
"Galaxea fascicularis (Linnaeus, 1767)",2260570,octopus coral
"Clarias gariepinus (Burchell, 1822)",5202793,African catfish
"Clarias ngamensis Castelnau, 1861",5202818,Blunttooth catfish
"Scarus iseri (Bloch, 1789)",2393654,Grey chub
"Grampus griseus (G.Cuvier, 1812)",5220027,Risso's Dolphin
"Steno bredanensis (G.Cuvier, 1828)",2440433,Rough-toothed Dolphin
"Lepomis microlophus (Günther, 1859)",2394501,Redear Sunfish
"Lutjanus synagris (Linnaeus, 1758)",2384837,Bream
"Sparisoma atomarium (Poey, 1861)",2393934,Greenblotch parrotfish
"Epinephelus drummondhayi Goode & Bean, 1878",2388209,Speckled hind
"Stellifer zestocarus Gilbert, 1898",2399960,Softhead stardrum
"Epinephelus guttatus (Linnaeus, 1758)",2388558,Deady
"Stellifer fuerthii (Steindachner, 1876)",2399949,White stardrum
"Urotrygon cimar López S. & Bussing, 1998",2420485,Cimar Round Ray
"Diplodus sargus lineatus (Valenciennes, 1830)",5723070,White Seabream
"Melibe leonina (A.Gould, 1852)",2292008,lion nudibranch
"Pandalus hypsinotus Brandt, 1851",2222361,coonstriped shrimp
"Anarrhichthys ocellatus Ayres, 1855",2392219,Wolf-eel
"Octopus rubescens S.S.Berry, 1953",2289636,East Pacific red octopus
"Torpedo panthera Olfers, 1831",5215529,Leopard torpedo
"Pseudoceros Lang, 1884",2503240,No common name found
"Hediste diversicolor (O.F.Müller, 1776)",2316416,estuary ragworm
"Citharichthys sordidus (Girard, 1854)",2408726,Pacific sanddab
"Chromodoris kuniei Pruvot-Fol, 1930",5859617,No common name found
"Platyrhinoidis triseriata (Jordan & Gilbert, 1880)",2418958,Thornback
"Triopha maculata MacFarland, 1905",2291808,maculated triopha
"Synodus lucioceps (Ayres, 1855)",5212649,California lizardfish
"Soldatovia polyactocephala (Pallas, 1814)",2394869,Decorated warbonnet
"Phyllidia rueppelii (Bergh, 1869)",6519996,No common name found
"Gymnothorax Bloch, 1795",2403463,Common Morays
"Nereis vexillosa Grube, 1851",5196263,Mussel worm
"Thalassoma lucasanum (Gill, 1862)",2384480,Cortez rainbow wrasse
"Panulirus regius De Brito Capello, 1864",2221637,Royal Spiny Lobster
"Hemitaurichthys polylepis (Bleeker, 1857)",2385640,Pyramid butterflyfish
"Chaetodon miliaris Quoy & Gaimard, 1825",2385356,Lemon butterflyfish
"Dactyloptena tiltoni Eschmeyer, 1997",2333580,Plain helmet gurnard
"Scophthalmus rhombus (Linnaeus, 1758)",2409403,Brill
"Ircinia campana (Lamarck, 1814)",2239030,bell sponge
"Pareques umbrosus (Jordan & Eigenmann, 1889)",2399914,Cubbyu
"Exyrias belissimus (Smith, 1959)",2375839,Mud reef-goby
"Pseudobalistes fuscus (Bloch & Schneider, 1801)",2407175,Blue triggerfish
"Sphyraena ensis Jordan & Gilbert, 1882",2394266,Mexican barracuda
"Pyrostremma spinosum (Herdman, 1888)",2498550,No common name found
"Chaetodon lineolatus Cuvier, 1831",9619603,Butterflyfish
"Chaetodon mertensii Cuvier, 1831",2385528,Merten's butterflyfish
"Pachymetopon grande Günther, 1859",2392595,Bronze bream
"Stegastes variabilis (Castelnau, 1855)",2398885,Cocoa damselfish
"Holothuria grisea Selenka, 1867",2279173,gray sea cucumber
"Paralichthys albigutta Jordan & Gilbert, 1882",2408884,Gulf flounder
"Chaetodontoplus septentrionalis (Temminck & Schlegel, 1844)",2396591,Bluestriped angelfish
"Caesio teres Seale, 1906",2374798,Beautiful fusilier
"Elagatis bipinnulata (Quoy & Gaimard, 1825)",5210446,No common name found
"Sebastiscus marmoratus (Cuvier, 1829)",2335355,False kelpfish
"Doryrhamphus multiannulatus (Regan, 1903)",2332762,many-banded pipefish
"Prognathodes marcellae (Poll, 1950)",2385608,French butterflyfish
"Sebastapistes ballieui (Sauvage, 1875)",5201251,Spotfin scorpionfish
"Monachus schauinslandi Matschie, 1905",5219376,Hawaiian monk seal
"Engyophrys sanctilaurentii Jordan & Bollman, 1890",2408308,Speckledtail Flounder
"Scyllarus arctus (Linnaeus, 1758)",2221691,Small European Locust Lobster
"Planes minutus (Linnaeus, 1758)",5972970,Columbus crab
"Sardinella aurita Valenciennes, 1847",2412864,No common name found
"Ophichthus spinicauda (Norman, 1922)",5213200,Banded Snake Eel
"Parapasiphae sulcatifrons S.I.Smith, 1884",2222303,grooveback shrimp
"Symphodus roissali (Risso, 1810)",2384006,No common name found
Animalia,1,Animals
"Pomadasys incisus (Bowdich, 1825)",2382461,Bastard grunt
"Enchelynassa canina (Quoy & Gaimard, 1824)",2404222,Longfang moray
"Dromia dormia (Linnaeus, 1763)",2221834,sleepy sponge crab
"Stenella attenuata (Gray, 1846)",5220050,Pantropical Spotted Dolphin
"Heteroconger longissimus Günther, 1870",2403141,Garden eel
"Mobula thurstoni (Lloyd, 1908)",2419218,Bentfin devil ray
"Urotrygon rogersi (Jordan & Starks, 1895)",2420495,thorny stingray
"Citharichthys fragilis Gilbert, 1890",2408740,Gulf sanddab
"Octopus wolfi (Wülker, 1913)",2289632,No common name found
"Hippocampus jayakari Boulenger, 1900",5201044,Jayakar's seahorse
"Tegula brunnea (R.A.Philippi, 1849)",2292836,brown tegula
"Patiria miniata (Brandt, 1835)",2272172,No common name found
"Synodus intermedius (Spix & Agassiz, 1829)",5212673,No common name found
"Umbrina steindachneri Cadenat, 1951",2399699,Steindachner's drum
"Callionymus simplicicornis Valenciennes, 1837",2386894,Blue-spotted sand-dragonet
"Scorpaena laevis Troschel, 1866",2334559,Senegalese rockfish
"Pseudocaranx dentex (Bloch & Schneider, 1801)",2391175,Araara
"Dasyatis centroura (Mitchill, 1815)",2419499,Rough-tailed
"Bathyuroconger vicinus (Vaillant, 1888)",2403456,Large-toothed Conger
"Ariosoma balearicum (Delaroche, 1809)",2403180,Bandtooth conger
"Macrocypraea cervus (Linnaeus, 1771)",2301269,Atlantic deer cowrie
"Gymnothorax afer Bloch, 1795",2403924,Dark moray
"Gymnothorax vicinus (Castelnau, 1855)",2403930,Brown conger
"Ictalurus punctatus (Rafinesque, 1818)",5202520,Channel catfish
"Hypophthalmichthys molitrix (Valenciennes, 1844)",2362473,Carp
"Sprattus sprattus (Linnaeus, 1758)",2413452,Baltic sprat
"Salmo trutta Linnaeus, 1758",8215487,Aral Sea Trout
"Gonodactylaceus falcatus (Forskål, 1775)",2214272,Philippine mantis shrimp
"Metasepia pfefferi (Hoyle, 1885)",2290892,Flamboyant Cuttlefish
"Abralia astrosticta S.S.Berry, 1909",2290257,No common name found
"Squilla mantis (Linnaeus, 1758)",5177263,spottail mantis squillid
"Lactophrys trigonus (Linnaeus, 1758)",2408096,Buffalo trunkfish
"Metapenaeopsis commensalis (Borradaile, 1899)",2223629,No common name found
"Gobius xanthocephalus Heymer & Zander, 1992",2376555,Golden goby
"Gobius cruentatus Gmelin, 1789",8187685,Blutmund-Grundel
"Holothuria surinamensis Ludwig, 1875",2279152,Suriname sea cucumber
"Sarda sarda (Bloch, 1793)",5208593,Atlantic bonito
"Chrysoblephus laticeps (Valenciennes, 1830)",2392427,Roman
"Gymnocrotaphus curvidens Günther, 1859",5211023,Janbruin
"Centriscus scutatus Linnaeus, 1758",2333532,Grooved razor-fish
"Austropotamobius pallipes (Lereboullet, 1858)",4312658,Atlantic stream crayfish
"Bubaris vermiculata (Bowerbank, 1866)",5183283,No common name found
"Polyorchis penicillatus (Eschscholtz, 1829)",5185561,penicillate jellyfish
"Chromis multilineata (Guichenot, 1853)",5212222,Brown chromis
"Lutjanus cyanopterus (Cuvier, 1828)",2385052,Cubera snapper
Nereocystis luetkeana (K.Mertens) Postels & Ruprecht,4267628,No common name found
"Acanthurus triostegus (Linnaeus, 1758)",5209217,No common name found
"Oxyurichthys microlepis (Bleeker, 1849)",2377984,Maned goby
"Mycteroperca rubra (Bloch, 1793)",2388997,No common name found
"Diplodus cervinus (Lowe, 1838)",5712108,Dorade
"Neanthes succinea (Leuckart, 1847)",5196110,Pile worm
"Ranina ranina (Linnaeus, 1758)",5178652,spanner crab
"Antennarius dorehensis Bleeker, 1859",5214776,New Guinean frogfish
"Heteroteuthis hawaiiensis (S.S.Berry, 1909)",5189587,No common name found
"Heterocarpus gibbosus Spence Bate, 1888",5178330,humpback nylon shrimp
"Enoploteuthis higginsi Burgess, 1982",2290261,No common name found
"Plectropomus punctatus (Quoy & Gaimard, 1824)",5210136,Marbled coralgrouper
"Asterina gibbosa (Pennant, 1777)",2272109,starlet
"Nephrops norvegicus (Linnaeus, 1758)",2226962,Norway Lobster
"Aplysina fistularis (Pallas, 1766)",2239280,candle sponge
"Luidia sarsii Düben & Koren, 1844",2270638,No common name found
"Sparus aurata Linnaeus, 1758",2392508,Bream
"Anarhichas Linnaeus, 1758",2392193,Atlantic Wolffishes
"Hyas araneus (Linnaeus, 1758)",2226648,Atlantic lyre crab
"Pterocaesio pisang (Bleeker, 1853)",2374738,Banana fusilier
"Salminus brasiliensis (Cuvier, 1816)",2354769,Dorado
"Phycis phycis (Linnaeus, 1766)",5214915,Brauner Gabeldorsch
"Stichodactyla mertensii Brandt, 1835",2256992,Merten's sea anemone
"Plectorhinchus plagiodesmus Fowler, 1935",2382728,Barred rubberlip
"Enneagonum hyalinum Quoy & Gaimard, 1827",2264919,No common name found
"Megaptera novaeangliae (Borowski, 1781)",5220086,Humpback Whale
"Pomacentrus caeruleus Quoy & Gaimard, 1825",2398286,Caerulean damsel
"Priacanthus hamrur (Forsskål, 1775)",2375011,Bigeye
"Muraena argus (Steindachner, 1870)",2404317,Argus moray
"Cynarina lacrymalis (Milne Edwards & Haime, 1849)",2260335,solitary cup coral
"Lobophyllia hemprichii (Ehrenberg, 1834)",2260326,lobed cactus coral
"Brachypleura novaezeelandiae Günther, 1862",5213915,Yellow citharid
"Chaetodon citrinellus Cuvier, 1831",7479802,Citron butterflyfish
"Lutjanus sebae (Cuvier, 1816)",2384899,No common name found
"Goniopora tenuidens (Quelch, 1886)",2260450,anemone coral
"Acropora palifera (Lamarck, 1816)",5184669,No common name found
"Montipora verrucosa (Lamarck, 1816)",2259945,pore coral
"Lutjanus analis (Cuvier, 1828)",2384981,Mutton Snapper
"Madrepora oculata Linnaeus, 1758",2260584,ocular coral
"Leptoseris papyracea (Dana, 1846)",5184817,porcelain coral
"Euplectella aspergillum Owen, 1841",5180237,Venus' flower basket
"Gerres cinereus (Walbaum, 1792)",2369459,Broad mojarra
"Apogon nigrofasciatus Lachner, 1953",5211747,blackstripe cardinalfish
"Coris aygula Lacepède, 1801",5209766,Clown coris
"Pardachirus pavoninus (Lacepède, 1802)",2410261,Peacock sole
"Equetus lanceolatus (Linnaeus, 1758)",2399845,Jackknife fish
"Synodus dermatogenys Fowler, 1912",5212670,Banded lizardfish
"Sepia papuensis Hoyle, 1885",2290878,Papuan Cuttlefish
"Spirorbis borealis Daudin, 1800",5199966,sinistral spiral tubeworm
"Atule mate (Cuvier, 1833)",2390522,Barred yellowtail scad
"Euapta lappa (J.Müller, 1850)",2279504,Beaded Sea Cucumber
"Cratena Bergh, 1864",2292221,No common name found
"Acanthopagrus bifasciatus (Forsskål, 1775)",2392311,Doublebar bream
"Mullus barbatus Linnaeus, 1758",4284897,Blunt-snouted mullet
"Corallium rubrum (Linnaeus, 1758)",5185014,precious coral
"Tripterygion tripteronotum (Risso, 1810)",5962007,No common name found
"Pomatoschistus pictus (Malm, 1865)",2379289,Fleckengrundel
"Suberites carnosus (Johnston, 1842)",2251158,fleshy horny sponge
"Clathrina clathrus (Schmidt, 1864)",5180507,yellow Clathrina
"Gorgonocephalus arcticus Leach, 1819",2278426,northern basket star
"Placopecten magellanicus (Gmelin, 1791)",2285952,sea scallop
